,Unnamed: 0,Unnamed: 1,Week,Year,GID,Name,Pos,Team,h/a,Oppt,DK points,DK salary,Player_x,CmpPass,AttPass,Cmp%Pass,YdsPass1,TDPass,IntPass,SkPass,YdsPass2,Y/APass,1DPass,RateRec,TgtRec,RecRec,Ctch%Rec,YdsRec,TDRec,1DRec,AttRush,YdsRush,Y/ARush,TDRush,1DRush,SkYdsPass,Player_y,CALCAVGPPDOFFCmpPass,CALCAVGPPDOFFAttPass,CALCAVGPPDOFFCmp%Pass,CALCAVGPPDOFFYdsPass1,CALCAVGPPDOFFTDPass,CALCAVGPPDOFFIntPass,CALCAVGPPDOFFSkPass,CALCAVGPPDOFFYdsPass2,CALCAVGPPDOFFY/APass,CALCAVGPPDOFF1DPass,CALCAVGPPDOFFRateRec,CALCAVGPPDOFFTgtRec,CALCAVGPPDOFFRecRec,CALCAVGPPDOFFCtch%Rec,CALCAVGPPDOFFYdsRec,CALCAVGPPDOFFTDRec,CALCAVGPPDOFF1DRec,CALCAVGPPDOFFAttRush,CALCAVGPPDOFFYdsRush,CALCAVGPPDOFFY/ARush,CALCAVGPPDOFFTDRush,CALCAVGPPDOFF1DRush,CALCAVGPPDOFFSkYdsPass,OffenseUID,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,DefenseUID,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst,Position,Player,OurProjection
0,1637,73,9,2020,2553,Adrian PetersonRB15260874,RB,det,a,min,7.3,4000,Adrian PetersonRB15260874,0,0,0.0,0,0,0,0,0,0.0,0,0.0,5,3,0.6,14,0,1,8,29,3.63,0,3,0,Adrian PetersonRB15260874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,1.0,0.7142857142857143,7.857142857142858,0.0,0.2857142857142857,12.142857142857142,45.85714285714285,3.698571428571429,0.2857142857142857,2.142857142857143,0.0,10015,DET,77.28571428571429,7.957142857142856,4.5285714285714285,0.24185714285714285,0.010857142857142857,2.8571428571428568,1.7142857142857142,18.714285714285715,0.7142857142857143,0.14285714285714285,2.7142857142857144,37.857142857142854,24.57142857142857,2.4285714285714284,3.8571428571428568,1.0,80.28571428571429,7.4,4.714285714285714,0.2917142857142857,0.013000000000000001,3.571428571428572,0.8571428571428571,23.42857142857143,0.7142857142857143,0.2857142857142857,1.4285714285714286,36.57142857142857,30.42857142857143,1.0,3.2857142857142856,15.428571428571427,2.8571428571428568,2.7142857142857144,2.7142857142857144,2.4285714285714284,1.7142857142857142,0.14285714285714285,0.14285714285714285,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,25.285714285714285,29.42857142857143,10018,MIN,81.57142857142857,7.628571428571429,5.0285714285714285,0.2661428571428571,0.009000000000000001,3.1428571428571432,2.7142857142857144,21.714285714285715,0.42857142857142855,0.2857142857142857,2.0,38.0,29.857142857142854,2.7142857142857144,2.571428571428572,1.0,72.28571428571429,7.357142857142858,5.057142857142857,0.271,0.026000000000000002,3.2857142857142856,0.8571428571428571,19.857142857142858,1.4285714285714286,0.42857142857142855,2.142857142857143,29.142857142857146,28.714285714285715,1.1428571428571428,3.1428571428571432,13.857142857142858,3.1428571428571432,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144,0.42857142857142855,0.14285714285714285,0.2857142857142857,13.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,30.0,26.142857142857146,RB,Adrian PetersonRB15260874,0.011244893074035645
1,482,279,3,2020,5167,Chris HoganWR15260887,WR,nyj,a,ind,0.0,3700,Chris HoganWR15260887,0,0,0.0,0,0,0,0,0,0.0,0,0.0,3,0,0.0,0,0,0,0,0,0.0,0,0,0,Chris HoganWR15260887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.5,0.5,37.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,10028,NYJ,72.0,7.4,3.65,0.1865,0.0145,1.5,1.5,13.5,0.5,0.5,2.0,35.5,22.0,1.5,5.5,1.0,82.0,8.05,4.7,0.2525,0.018000000000000002,3.5,1.5,21.0,0.5,1.0,3.0,39.5,30.5,2.5,2.5,28.0,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,29.0,10009,IND,60.0,8.3,3.45,0.1915,0.025,2.0,1.5,11.5,1.5,0.0,3.5,26.5,20.5,1.5,3.5,1.0,79.5,7.75,5.05,0.2705,0.019,2.0,3.0,21.5,1.5,0.0,1.5,37.0,31.0,3.5,1.0,22.0,2.0,1.5,1.5,1.5,1.5,0.5,0.5,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,WR,Chris HoganWR15260887,0.01123073697090149
2,674,225,4,2020,5582,Josh ReynoldsWR15260882,WR,lar,h,nyg,5.5,4100,Josh ReynoldsWR15260882,0,0,0.0,0,0,0,0,0,0.0,0,0.0,4,3,0.75,25,0,2,0,0,0.0,0,0,0,Josh ReynoldsWR15260882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.333333333333333,0.9333333333333332,36.66666666666666,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10022,LAR,80.66666666666667,6.966666666666666,5.566666666666666,0.32766666666666666,0.012666666666666666,3.6666666666666665,1.3333333333333333,26.33333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,31.33333333333333,37.0,2.0,1.6666666666666667,1.0,78.33333333333333,7.2666666666666675,4.766666666666667,0.2943333333333333,0.025666666666666667,3.0,1.0,23.0,1.0,1.0,2.333333333333333,40.66666666666666,24.66666666666667,1.3333333333333333,2.6666666666666665,14.333333333333336,3.6666666666666665,3.333333333333333,3.0,2.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,26.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,29.66666666666667,23.66666666666667,10023,NYG,79.0,8.066666666666666,4.5,0.2643333333333333,0.009000000000000001,3.0,2.0,21.0,0.6666666666666666,0.0,2.6666666666666665,34.666666666666664,32.333333333333336,2.6666666666666665,2.333333333333333,1.0,70.66666666666667,7.8,3.8333333333333335,0.22833333333333336,0.038,1.0,2.0,16.333333333333332,1.3333333333333333,1.3333333333333333,3.0,40.66666666666666,17.666666666666668,2.333333333333333,3.0,17.0,3.0,2.6666666666666665,2.333333333333333,2.6666666666666665,2.0,0.3333333333333333,0.0,0.0,19.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,26.33333333333333,12.666666666666664,WR,Josh ReynoldsWR15260882,0.01123073697090149
3,247,256,2,2020,5747,Olabisi JohnsonWR15260877,WR,min,a,ind,3.4,3900,Olabisi JohnsonWR15260877,0,0,0.0,0,0,0,0,0,0.0,0,0.0,3,1,0.33299999999999996,24,0,1,0,0,0.0,0,0,0,Olabisi JohnsonWR15260877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.75,56.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10018,MIN,64.0,6.5,6.0,0.359,0.016,4.0,1.0,23.0,1.0,0.0,2.0,27.0,22.0,1.0,2.0,1.0,90.0,6.7,5.8,0.311,0.0,5.0,2.0,28.0,0.0,0.0,0.0,44.0,32.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,41.0,10009,IND,60.0,8.0,4.0,0.25,0.0,3.0,2.0,15.0,0.0,0.0,4.0,24.0,23.0,2.0,3.0,1.0,80.0,7.4,5.6,0.275,0.025,2.0,2.0,22.0,2.0,0.0,1.0,47.0,22.0,3.0,0.0,14.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,20.0,WR,Olabisi JohnsonWR15260877,0.01123073697090149
4,1655,315,9,2020,4494,Rob GronkowskiTE15260886,TE,tam,h,nor,1.2,4900,Rob GronkowskiTE15260886,0,0,0.0,0,0,0,0,0,0.0,0,0.0,6,1,0.16699999999999998,2,0,0,0,0,0.0,0,0,0,Rob GronkowskiTE15260886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.25,0.575875,40.125,0.375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10026,TAM,79.875,7.7625,4.5875,0.2505,0.012875,3.5,1.875,20.125,0.5,0.5,1.25,39.875,25.5,2.125,3.875,1.0,77.125,7.787500000000001,3.8875000000000006,0.21075,0.022875,2.125,1.375,16.375,1.375,0.375,3.5,40.0,22.0,1.5,4.75,13.625,3.625,3.375,3.25,2.125,1.875,0.25,0.0,0.125,28.875,0.0,0.0,0.125,0.0,0.0,0.125,30.625,20.625,10020,NOR,77.42857142857143,7.3,4.285714285714286,0.2365714285714286,0.01057142857142857,3.4285714285714284,1.4285714285714286,18.142857142857142,0.5714285714285714,0.2857142857142857,2.7142857142857144,37.0,25.42857142857143,1.8571428571428568,3.4285714285714284,1.0,81.28571428571429,7.2142857142857135,4.814285714285714,0.2794285714285715,0.009000000000000001,3.1428571428571432,2.142857142857143,22.428571428571423,0.42857142857142855,0.2857142857142857,1.2857142857142858,37.857142857142854,28.42857142857143,2.2857142857142856,3.4285714285714284,12.285714285714285,3.4285714285714284,3.1428571428571432,3.0,1.8571428571428568,1.4285714285714286,0.2857142857142857,0.14285714285714285,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,28.142857142857146,29.42857142857143,TE,Rob GronkowskiTE15260886,0.01129564642906189
5,867,23,5,2020,1539,Daniel JonesQB15260879,QB,nyg,a,dal,9.18,5400,Daniel JonesQB15260879,20,33,60.6,222,0,0,2,-11,6.7,11,80.6,0,0,0.0,0,0,0,2,-7,-3.5,0,0,-11,Daniel JonesQB15260879,22.75,37.25,60.725,222.25,0.5,1.25,3.5,-20.75,5.925,12.5,67.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,4.5,34.25,7.45,0.0,2.0,-20.75,10023,NYG,72.5,8.05,3.825,0.22899999999999998,0.03175,0.75,2.25,16.75,1.25,1.0,3.5,40.75,19.5,2.5,3.5,1.0,76.25,7.9,4.25,0.2535,0.0105,2.75,1.75,19.5,0.5,0.25,2.5,34.5,30.0,2.25,3.0,29.0,0.75,0.5,0.5,2.5,2.25,0.25,0.0,0.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,11.75,24.0,10011,DAL,89.0,6.925,4.85,0.26975,0.00575,4.25,2.0,24.0,0.25,0.25,2.0,36.75,35.0,2.25,4.5,1.0,92.5,7.275,5.475,0.3095,0.02375,4.0,1.25,28.75,0.75,1.5,2.25,52.75,24.0,1.5,3.25,9.25,4.25,3.5,3.5,2.25,2.0,0.75,0.5,0.25,15.5,0.0,0.0,0.0,0.0,0.0,0.0,36.0,31.5,QB,Daniel JonesQB15260879,157.73216247558594
6,1763,105,10,2020,5644,Alex ArmahRB15260878,RB,car,h,tam,1.5,4000,Alex ArmahRB15260878,0,0,0.0,0,0,0,0,0,0.0,0,0.0,2,2,1.0,-5,0,0,0,0,0.0,0,0,0,Alex ArmahRB15260878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,2.333333333333333,0.0,0.16666666666666666,0.8333333333333334,1.0,0.9166666666666666,0.0,0.6666666666666666,0.0,10019,CAR,74.55555555555556,7.355555555555557,4.855555555555554,0.26555555555555554,0.013111111111111113,2.4444444444444446,2.1111111111111107,20.0,0.6666666666666666,0.3333333333333333,2.0,36.444444444444436,24.88888888888889,2.6666666666666665,2.333333333333333,1.0,75.8888888888889,7.622222222222224,4.755555555555556,0.2848888888888889,0.017333333333333336,2.7777777777777777,2.0,21.66666666666667,0.5555555555555556,0.7777777777777778,1.0,38.0,25.0,2.1111111111111107,2.6666666666666665,15.888888888888891,2.4444444444444446,2.333333333333333,2.1111111111111107,2.6666666666666665,2.1111111111111107,0.1111111111111111,0.1111111111111111,0.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,23.33333333333333,25.11111111111111,10026,TAM,77.66666666666667,7.755555555555557,4.022222222222221,0.2225555555555556,0.023,2.4444444444444446,1.3333333333333333,17.444444444444443,1.2222222222222223,0.5555555555555556,3.2222222222222223,39.555555555555564,23.66666666666667,1.4444444444444444,4.333333333333333,1.0,77.44444444444444,7.844444444444443,4.444444444444444,0.24177777777777776,0.017222222222222222,3.111111111111111,1.7777777777777777,19.0,0.7777777777777778,0.4444444444444444,1.4444444444444444,40.0,23.222222222222218,2.0,3.888888888888889,17.0,2.6666666666666665,2.555555555555556,2.555555555555556,1.4444444444444444,1.3333333333333333,0.1111111111111111,0.0,0.0,14.444444444444445,0.0,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,22.555555555555557,27.555555555555557,RB,Alex ArmahRB15260878,0.011244893074035645
7,1769,39,10,2020,5623,Nyheim HinesRB15260867,RB,ind,a,ten,28.5,4600,Nyheim HinesRB15260867,0,0,0.0,0,0,0,0,0,0.0,0,0.0,6,5,0.833,45,1,3,12,70,5.83,1,6,0,Nyheim HinesRB15260867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.375,3.5,0.7999999999999999,27.5,0.375,1.5,4.125,13.375,2.8675,0.125,0.625,0.0,10009,IND,77.0,7.5,4.7125,0.25625000000000003,0.01525,2.375,2.125,19.75,0.875,0.25,1.0,36.0,28.0,2.375,3.0,1.0,74.25,7.65,3.85,0.220875,0.02225,2.0,1.25,16.625,1.375,0.25,2.5,34.875,25.25,1.5,4.375,16.25,2.75,2.625,2.375,2.375,2.125,0.125,0.125,0.25,6.125,0.125,0.0,0.375,0.0,0.0,0.5,25.5,19.75,10013,TEN,82.125,7.225000000000001,4.7875000000000005,0.274125,0.021125,3.25,1.0,22.5,1.125,0.625,1.25,42.125,26.375,1.125,3.5,1.0,78.625,7.4125,4.8500000000000005,0.264125,0.006125,3.5,1.375,20.875,0.375,0.125,1.5,33.25,30.75,2.25,3.625,12.75,3.25,2.875,2.625,1.125,1.0,0.375,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,25.125,29.0,RB,Nyheim HinesRB15260867,0.011244893074035645
8,1309,261,7,2020,5634,Michael GallupWR15260870,WR,dal,a,was,0.0,4600,Michael GallupWR15260870,0,0,0.0,0,0,0,0,0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0.0,0,0,0,Michael GallupWR15260870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666668,3.1666666666666665,0.5666666666666668,61.83333333333334,0.16666666666666666,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,10011,DAL,91.33333333333331,7.316666666666666,5.066666666666666,0.29516666666666663,0.02683333333333333,3.333333333333333,1.5,27.0,1.0,1.5,2.333333333333333,50.5,25.33333333333333,1.8333333333333333,3.0,1.0,84.5,7.133333333333333,4.866666666666666,0.264,0.005999999999999999,4.0,2.1666666666666665,22.33333333333333,0.16666666666666666,0.3333333333333333,1.8333333333333333,34.5,33.666666666666664,2.333333333333333,4.0,10.0,3.5,2.6666666666666665,2.333333333333333,1.8333333333333333,1.5,0.8333333333333334,0.5,0.0,9.166666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,28.83333333333333,36.0,10032,WAS,74.66666666666667,7.95,4.466666666666667,0.23466666666666666,0.020166666666666663,3.0,1.6666666666666667,17.5,1.1666666666666667,0.3333333333333333,2.6666666666666665,31.66666666666667,29.83333333333333,1.8333333333333333,4.166666666666667,1.0,78.83333333333333,7.649999999999999,3.45,0.21800000000000005,0.0195,2.1666666666666665,1.1666666666666667,17.333333333333332,0.6666666666666666,0.8333333333333334,4.0,40.333333333333336,23.5,1.6666666666666667,5.333333333333333,14.166666666666664,3.1666666666666665,3.1666666666666665,3.0,1.8333333333333333,1.6666666666666667,0.0,0.0,0.0,17.333333333333332,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,27.0,18.0,WR,Michael GallupWR15260870,0.01123073697090149
9,1437,175,8,2020,5502,Robby AndersonWR15260878,WR,car,h,atl,9.8,6600,Robby AndersonWR15260878,0,0,0.0,0,0,0,0,0,0.0,0,0.0,8,5,0.625,48,0,1,0,0,0.0,0,0,0,Robby AndersonWR15260878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.428571428571429,6.571428571428571,0.799142857142857,91.42857142857143,0.14285714285714285,4.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,10019,CAR,73.71428571428571,7.3,4.985714285714286,0.2647142857142857,0.014571428571428572,2.2857142857142856,2.4285714285714284,19.714285714285715,0.7142857142857143,0.42857142857142855,1.8571428571428568,35.285714285714285,25.57142857142857,2.8571428571428568,2.142857142857143,1.0,76.0,7.557142857142857,4.6000000000000005,0.2737142857142857,0.01842857142857143,2.7142857142857144,1.7142857142857142,20.857142857142858,0.5714285714285714,0.8571428571428571,0.8571428571428571,37.714285714285715,25.285714285714285,1.7142857142857142,3.1428571428571432,17.0,2.2857142857142856,2.142857142857143,1.8571428571428568,2.8571428571428568,2.4285714285714284,0.14285714285714285,0.14285714285714285,0.0,3.4285714285714284,0.0,0.0,0.0,0.0,0.0,0.0,23.142857142857146,24.0,10024,ATL,78.71428571428571,7.3428571428571425,5.414285714285714,0.2788571428571429,0.013857142857142858,3.571428571428572,1.5714285714285714,22.0,0.7142857142857143,0.42857142857142855,1.4285714285714286,40.714285714285715,23.142857142857146,1.8571428571428568,3.2857142857142856,1.0,85.0,7.3,4.7142857142857135,0.268,0.009999999999999998,2.8571428571428568,2.2857142857142856,22.714285714285715,0.42857142857142855,0.42857142857142855,2.142857142857143,43.14285714285715,27.285714285714285,2.4285714285714284,3.571428571428572,10.142857142857142,3.571428571428572,3.0,2.8571428571428568,1.8571428571428568,1.5714285714285714,0.5714285714285714,0.2857142857142857,0.0,12.428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,29.57142857142857,26.285714285714285,WR,Robby AndersonWR15260878,0.01123073697090149
