,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,UniquePlayer,Week,Player,CmpPass,AttPass,Cmp%Pass,YdsPass1,TDPass,IntPass,SkPass,YdsPass2,Y/APass,1DPass,RateRec,TgtRec,RecRec,Ctch%Rec,YdsRec,TDRec,1DRec,AttRush,YdsRush,Y/ARush,TDRush,1DRush,SkYdsPass,PY_ind,RY_ind,RecY_ind,FantasyPoints_DK,CALCAVGCtch%Rec,CALCAVG1DRec,CALCAVG1DRush,CALCAVG1DPass,CALCAVGSkPass,CALCAVGAttRush,CALCAVGTDRec,CALCAVGRateRec,CALCAVGY/APass,CALCAVGCmp%Pass,CALCAVGIntPass,CALCAVGYdsRec,CALCAVGTDPass,CALCAVGCmpPass,CALCAVGY/ARush,CALCAVGYdsPass2,CALCAVGYdsRush,CALCAVGYdsPass1,CALCAVGTDRush,CALCAVGRecRec,CALCAVGSkYdsPass,CALCAVGTgtRec,CALCAVGRecY_ind,CALCAVGAttPass
256,QB,Russell Wilson (15458929),Russell Wilson,15458929,QB,7300,DAL@SEA 09/27/2020 04:25PM ET,15260881,34.6,Russell WilsonQB15260881,3,Russell Wilson,27,40,67.5,315,5,0,4,-20,7.9,15,130.7,0,0,0,0,0,0,6,22,3.67,0,1,-20,3,0,0,37.800000000000004,0.0,0.0,2.5,13.0,2.5,4.0,0.0,137.6,9.75,81.8,0.5,0.0,4.5,26.0,8.735,-18.0,34.0,305.0,0.0,0.0,-18.0,0.0,0.0,31.5
257,WR,Calvin Ridley (15459318),Calvin Ridley,15459318,WR/FLEX,7200,CHI@ATL 09/27/2020 01:00PM ET,15260883,34.9,Calvin RidleyWR15260883,3,Calvin Ridley,0,0,0,0,0,0,0,0,0,0,0,13,5,0.385,110,0,3,1,7,7,0,1,0,0,0,3,19.7,0.725,8.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,119.5,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,8.0,0.0,11.0,3.0,0.0
258,QB,Dak Prescott (15458930),Dak Prescott,15458930,QB,7200,DAL@SEA 09/27/2020 04:25PM ET,15260870,30.72,Dak PrescottQB15260870,3,Dak Prescott,37,57,64.9,472,3,2,2,-11,8.3,20,93.6,0,0,0,0,0,0,6,26,4.33,0,2,-11,3,0,0,32.480000000000004,0.0,0.0,2.5,17.0,2.0,4.0,0.0,100.95,8.2,68.19999999999999,0.0,0.0,1.0,29.5,6.8,-13.5,24.0,358.0,1.5,0.0,-13.5,0.0,0.0,43.0
259,WR,Tyreek Hill (15459320),Tyreek Hill,15459320,WR/FLEX,7100,KC@BAL 09/28/2020 08:15PM ET,15260868,18.7,Tyreek HillWR15260868,3,Tyreek Hill,0,0,0,0,0,0,0,0,0,0,0,6,5,0.833,77,1,4,2,25,12.5,0,1,0,0,0,0,21.2,0.644,3.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,72.5,0.0,0.0,4.5,0.0,4.5,0.0,0.0,5.0,0.0,8.5,0.0,0.0
260,WR,Stefon Diggs (15459322),Stefon Diggs,15459322,WR/FLEX,7000,LAR@BUF 09/27/2020 01:00PM ET,15260861,24.45,Stefon DiggsWR15260861,3,Stefon Diggs,0,0,0,0,0,0,0,0,0,0,0,6,4,0.667,49,1,2,0,0,0,0,0,0,0,0,0,14.9,0.752,5.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,119.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,11.0,1.5,0.0
261,RB,Jonathan Taylor (15459024),Jonathan Taylor,15459024,RB/FLEX,7000,NYJ@IND 09/27/2020 04:05PM ET,15260867,18.45,Jonathan TaylorRB15260867,3,Jonathan Taylor,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,13,59,4.54,1,4,0,0,0,0,13.2,1.0,1.0,3.5,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,3.16,0.0,61.5,0.0,0.5,4.0,0.0,4.0,0.0,0.0
262,TE,Travis Kelce (15459744),Travis Kelce,15459744,TE/FLEX,7000,KC@BAL 09/28/2020 08:15PM ET,15260868,20.5,Travis KelceTE15260868,3,Travis Kelce,0,0,0,0,0,0,0,0,0,0,0,7,6,0.857,87,0,5,0,0,0,0,0,0,0,0,0,14.7,0.8215,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,10.0,0.0,0.0
263,WR,Adam Thielen (15459324),Adam Thielen,15459324,WR/FLEX,6900,TEN@MIN 09/27/2020 01:00PM ET,15260877,20.05,Adam ThielenWR15260877,3,Adam Thielen,0,0,0,0,0,0,0,0,0,0,0,5,3,0.6,29,1,1,1,4,4,0,0,0,0,0,0,12.3,0.5625,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,8.0,1.5,0.0
264,RB,Nick Chubb (15459026),Nick Chubb,15459026,RB/FLEX,6900,WAS@CLE 09/27/2020 01:00PM ET,15260885,17.95,Nick ChubbRB15260885,3,Nick Chubb,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,19,108,5.68,2,5,0,0,3,0,27.0,1.0,0.5,4.5,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,5.82,0.0,92.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
265,QB,Josh Allen (15458931),Josh Allen,15458931,QB,6900,LAR@BUF 09/27/2020 01:00PM ET,15260861,35.33,Josh AllenQB15260861,3,Josh Allen,24,33,72.7,311,4,1,4,-37,9.4,14,128.9,0,0,0,0,0,0,4,8,2,1,2,-37,3,0,0,36.239999999999995,0.0,0.0,3.0,16.0,2.0,9.0,0.0,125.64999999999999,9.35,70.15,0.0,0.0,3.0,28.5,4.41,-5.0,38.0,363.5,0.5,0.0,-5.0,0.0,0.0,40.5
266,RB,Austin Ekeler (15459028),Austin Ekeler,15459028,RB/FLEX,6800,CAR@LAC 09/27/2020 04:05PM ET,15260872,14.25,Austin EkelerRB15260872,3,Austin Ekeler,0,0,0,0,0,0,0,0,0,0,0,11,11,1,84,0,4,12,59,4.92,1,4,0,0,0,0,31.299999999999997,1.0,1.5,4.5,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,5.115,0.0,88.5,0.0,0.0,2.5,0.0,2.5,0.0,0.0
267,QB,Kyler Murray (15458932),Kyler Murray,15458932,QB,6800,DET@ARI 09/27/2020 04:25PM ET,15260888,30.22,Kyler MurrayQB15260888,3,Kyler Murray,23,35,65.7,270,2,3,1,-2,7.7,16,72.3,0,0,0,0,0,0,5,29,5.8,1,3,-2,0,0,0,21.700000000000003,0.0,0.0,3.5,12.5,2.5,10.5,0.0,83.19999999999999,6.65,66.7,1.0,0.0,1.0,26.0,7.69,-7.0,79.0,258.0,1.5,0.0,-7.0,0.0,0.0,39.0
268,WR,Mike Evans (15459326),Mike Evans,15459326,WR/FLEX,6800,TB@DEN 09/27/2020 04:25PM ET,15260886,16.8,Mike EvansWR15260886,3,Mike Evans,0,0,0,0,0,0,0,0,0,0,0,4,2,0.5,2,2,2,0,0,0,0,0,0,0,0,0,14.2,0.475,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,1.5,0.0
269,QB,Cam Newton (15458933),Cam Newton,15458933,QB,6700,LV@NE 09/27/2020 01:00PM ET,15260865,32.14,Cam NewtonQB15260865,3,Cam Newton,17,28,60.7,162,1,1,2,-6,5.8,8,73.8,0,0,0,0,0,0,9,27,3,0,2,-6,0,0,0,11.18,0.0,0.0,6.5,15.0,1.5,13.0,0.0,97.65,8.6,73.55000000000001,0.5,0.0,0.5,22.5,4.635,-7.5,61.0,276.0,2.0,0.0,-7.5,0.0,0.0,31.5
270,RB,James Conner (15459030),James Conner,15459030,RB/FLEX,6700,HOU@PIT 09/27/2020 01:00PM ET,15260860,13.4,James ConnerRB15260860,3,James Conner,0,0,0,0,0,0,0,0,0,0,0,5,4,0.8,40,0,2,18,109,6.06,1,6,0,0,3,0,27.9,0.75,1.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,4.0649999999999995,0.0,57.5,0.0,0.5,2.0,0.0,3.0,0.0,0.0
271,WR,Chris Godwin (15459328),Chris Godwin,15459328,WR/FLEX,6700,TB@DEN 09/27/2020 04:25PM ET,15260886,13.9,Chris GodwinWR15260886,3,Chris Godwin,0,0,0,0,0,0,0,0,0,0,0,6,5,0.833,64,1,3,0,0,0,0,0,0,0,0,0,17.4,0.857,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0
272,QB,Matt Ryan (15458934),Matt Ryan,15458934,QB,6600,CHI@ATL 09/27/2020 01:00PM ET,15260883,28.21,Matt RyanQB15260883,3,Matt Ryan,19,38,50,238,1,1,2,-11,6.3,13,67.7,0,0,0,0,0,0,1,-1,-1,0,0,-11,0,0,0,11.42,0.0,0.0,0.5,19.0,1.5,2.5,0.0,112.4,7.95,67.6,0.5,0.0,3.0,30.5,1.5,-11.0,7.5,361.5,0.0,0.0,-11.0,0.0,0.0,45.0
273,WR,JuJu Smith-Schuster (15459330),JuJu Smith-Schuster,15459330,WR/FLEX,6600,HOU@PIT 09/27/2020 01:00PM ET,15260860,18.35,JuJu Smith-SchusterWR15260860,3,JuJu Smith-Schuster,0,0,0,0,0,0,0,0,0,0,0,5,4,0.8,43,1,3,0,0,0,0,0,0,0,0,0,14.3,0.9375,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,7.0,0.0,0.0
274,RB,Chris Carson (15459032),Chris Carson,15459032,RB/FLEX,6600,DAL@SEA 09/27/2020 04:25PM ET,15260881,22.2,Chris CarsonRB15260881,3,Chris Carson,0,0,0,0,0,0,0,0,0,0,0,3,3,1,12,0,0,14,64,4.57,0,3,0,0,0,0,10.600000000000001,1.0,2.0,2.5,0.0,0.0,11.5,1.5,0.0,0.0,0.0,0.0,40.5,0.0,0.0,3.87,0.0,46.5,0.0,0.0,4.5,0.0,4.5,0.0,0.0
275,QB,Aaron Rodgers (15458936),Aaron Rodgers,15458936,QB,6500,GB@NO 09/27/2020 08:20PM ET,15260875,26.48,Aaron RodgersQB15260875,3,Aaron Rodgers,21,32,65.6,283,3,0,1,-12,8.8,14,124.9,0,0,0,0,0,0,2,12,6,0,1,-12,0,0,0,24.52,0.5,0.0,0.5,15.0,0.5,1.5,0.0,117.55,8.15,66.35,0.0,-3.0,3.0,25.0,4.0,-5.5,7.0,302.0,0.0,0.5,-5.5,0.5,0.0,37.0
276,QB,Deshaun Watson (15458935),Deshaun Watson,15458935,QB,6500,HOU@PIT 09/27/2020 01:00PM ET,15260889,18.76,Deshaun WatsonQB15260889,3,Deshaun Watson,19,27,70.4,264,2,1,5,-33,9.8,12,110.7,0,0,0,0,0,0,1,5,5,0,0,-33,0,0,0,17.060000000000002,0.0,0.0,2.0,14.0,4.0,5.5,0.0,87.0,7.75,65.95,1.0,0.0,1.0,22.5,3.95,-16.5,22.0,264.0,0.5,0.0,-16.5,0.0,0.0,34.0
277,WR,DK Metcalf (15459332),DK Metcalf,15459332,WR/FLEX,6500,DAL@SEA 09/27/2020 04:25PM ET,15260881,19.35,DK MetcalfWR15260881,3,D.K. Metcalf,0,0,0,0,0,0,0,0,0,0,0,8,4,0.5,110,1,2,0,0,0,0,0,0,0,0,3,24.0,0.5835,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,93.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0
278,WR,Amari Cooper (15459334),Amari Cooper,15459334,WR/FLEX,6500,DAL@SEA 09/27/2020 04:25PM ET,15260870,18.55,Amari CooperWR15260870,3,Amari Cooper,0,0,0,0,0,0,0,0,0,0,0,12,9,0.75,86,0,4,0,0,0,0,0,0,0,0,0,17.6,0.6905,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,11.5,0.0,0.0
279,RB,Clyde Edwards-Helaire (15459034),Clyde Edwards-Helaire,15459034,RB/FLEX,6500,KC@BAL 09/28/2020 08:15PM ET,15260868,17.9,Clyde Edwards-HelaireRB15260868,3,Clyde Edwards-Helaire,0,0,0,0,0,0,0,0,0,0,0,6,5,0.833,70,0,3,20,64,3.2,0,2,0,0,0,0,18.4,0.375,0.0,4.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.66,0.0,88.0,0.0,0.5,3.0,0.0,5.0,0.0,0.0
280,QB,Gardner Minshew II (15458938),Gardner Minshew II,15458938,QB,6400,MIA@JAX 09/24/2020 08:20PM ET,15260884,24.64,Gardner Minshew IIQB15260884,3,Gardner Minshew II,30,42,71.4,275,0,1,4,-29,6.5,14,79,0,0,0,0,0,0,3,22,7.33,0,1,-29,0,0,0,11.2,0.0,0.0,1.0,15.5,3.0,4.5,0.0,117.5,8.1,80.85,1.0,0.0,3.0,24.5,4.275,-23.5,19.0,256.0,0.0,0.0,-23.5,0.0,0.0,32.5
281,QB,Ben Roethlisberger (15458937),Ben Roethlisberger,15458937,QB,6400,HOU@PIT 09/27/2020 01:00PM ET,15260860,22.15,Ben RoethlisbergerQB15260860,3,Ben Roethlisberger,23,36,63.9,237,2,0,2,-19,6.6,13,101.3,0,0,0,0,0,0,5,-3,-0.6,0,0,-19,0,0,0,17.18,0.0,0.0,0.5,14.5,1.5,3.0,0.0,108.25,7.4,68.15,0.5,0.0,2.5,25.0,1.165,-15.5,3.5,270.0,0.0,0.0,-15.5,0.0,0.0,36.5
282,WR,Tyler Lockett (15459338),Tyler Lockett,15459338,WR/FLEX,6400,DAL@SEA 09/27/2020 04:25PM ET,15260881,18.45,Tyler LockettWR15260881,3,Tyler Lockett,0,0,0,0,0,0,0,0,0,0,0,13,9,0.692,100,3,6,0,0,0,0,0,0,0,0,0,37.0,0.9375,4.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,8.0,0.0,0.0
283,WR,Odell Beckham Jr. (15459342),Odell Beckham Jr.,15459342,WR/FLEX,6300,WAS@CLE 09/27/2020 01:00PM ET,15260885,11.3,Odell Beckham Jr.WR15260885,3,Odell Beckham Jr.,0,0,0,0,0,0,0,0,0,0,0,6,4,0.667,59,0,4,0,0,0,0,0,0,0,0,0,9.9,0.48350000000000004,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,8.0,0.0,0.0
284,WR,Cooper Kupp (15459340),Cooper Kupp,15459340,WR/FLEX,6300,LAR@BUF 09/27/2020 01:00PM ET,15260882,11,Cooper KuppWR15260882,3,Cooper Kupp,0,0,0,0,0,0,0,0,0,0,0,10,9,0.9,107,1,6,0,0,0,0,0,0,0,0,3,28.7,0.8165,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.5,0.0,0.0,4.75,0.0,9.5,0.0,0.0,4.5,0.0,5.5,0.0,0.0
285,QB,Matthew Stafford (15458939),Matthew Stafford,15458939,QB,6300,DET@ARI 09/27/2020 04:25PM ET,15260874,17.17,Matthew StaffordQB15260874,3,Matthew Stafford,22,31,71,270,2,0,4,-38,8.7,16,119,0,0,0,0,0,0,1,-3,-3,0,0,-38,0,0,0,18.5,0.0,0.0,1.0,12.0,2.5,3.0,0.0,84.1,7.25,58.85,1.0,0.0,1.5,22.0,4.3,-17.5,13.5,270.5,0.0,0.0,-17.5,0.0,0.0,37.5
286,WR,Julian Edelman (15459348),Julian Edelman,15459348,WR/FLEX,6200,LV@NE 09/27/2020 01:00PM ET,15260865,20.95,Julian EdelmanWR15260865,3,Julian Edelman,0,0,0,0,0,0,0,0,0,0,0,6,2,0.333,23,0,2,1,-1,-1,0,0,0,0,0,0,4.2,0.7204999999999999,5.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,11.5,0.0,11.5,0.0,0.0,6.5,0.0,9.0,1.5,0.0
287,QB,Drew Brees (15458940),Drew Brees,15458940,QB,6200,GB@NO 09/27/2020 08:20PM ET,15260880,16.44,Drew BreesQB15260880,3,Drew Brees,29,36,80.6,288,3,0,2,-13,8,14,127.8,0,0,0,0,0,0,0,0,0,0,0,-13,0,0,0,23.52,0.0,0.0,0.0,13.0,0.5,1.0,0.0,93.8,6.75,64.2,0.5,0.0,1.5,22.0,0.0,-4.5,0.0,236.0,0.0,0.0,-4.5,0.0,0.0,34.0
288,WR,Allen Robinson II (15459346),Allen Robinson II,15459346,WR/FLEX,6200,CHI@ATL 09/27/2020 01:00PM ET,15260864,9.3,Allen Robinson IIWR15260864,3,Allen Robinson,0,0,0,0,0,0,0,0,0,0,0,13,10,0.769,123,1,5,0,0,0,0,0,0,0,0,3,31.3,0.4445,3.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,53.5,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,4.0,0.0,9.0,0.0,0.0
289,QB,Joe Burrow (15458941),Joe Burrow,15458941,QB,6200,CIN@PHI 09/27/2020 01:00PM ET,15260869,22.93,Joe BurrowQB15260869,3,Joe Burrow,31,43,72.1,312,2,0,8,-56,7.3,19,107.9,0,0,0,0,0,0,1,-1,-1,0,0,-56,3,0,0,23.38,0.0,0.0,2.5,17.0,3.0,7.5,0.0,78.35,5.300000000000001,62.3,0.5,0.0,1.5,30.0,4.23,-25.5,32.5,254.5,0.5,0.0,-25.5,0.0,0.0,48.5
290,RB,Kareem Hunt (15459044),Kareem Hunt,15459044,RB/FLEX,6100,WAS@CLE 09/27/2020 01:00PM ET,15260885,18.1,Kareem HuntRB15260885,3,Kareem Hunt,0,0,0,0,0,0,0,0,0,0,0,3,2,0.667,18,1,2,16,46,2.88,0,1,0,0,0,0,14.4,0.8335,0.5,5.0,0.0,0.0,11.5,0.5,0.0,0.0,0.0,0.0,12.0,0.0,0.0,7.07,0.0,79.0,0.0,0.5,3.0,0.0,4.0,0.0,0.0
291,WR,Robert Woods (15459354),Robert Woods,15459354,WR/FLEX,6100,LAR@BUF 09/27/2020 01:00PM ET,15260882,16.1,Robert WoodsWR15260882,3,Robert Woods,0,0,0,0,0,0,0,0,0,0,0,6,5,0.833,74,1,3,3,30,10,0,1,0,0,0,0,21.4,0.575,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,59.5,0.0,0.0,10.165,0.0,16.5,0.0,0.5,4.0,0.0,6.5,1.5,0.0
292,WR,DJ Moore (15459350),DJ Moore,15459350,WR/FLEX,6100,CAR@LAC 09/27/2020 04:05PM ET,15260878,16.2,DJ MooreWR15260878,3,D.J. Moore,0,0,0,0,0,0,0,0,0,0,0,4,2,0.5,65,0,2,0,0,0,0,0,0,0,0,0,8.5,0.5295,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,11.0,1.5,0.0
293,WR,Keenan Allen (15459352),Keenan Allen,15459352,WR/FLEX,6100,CAR@LAC 09/27/2020 04:05PM ET,15260872,12.15,Keenan AllenWR15260872,3,Keenan Allen,0,0,0,0,0,0,0,0,0,0,0,19,13,0.684,132,1,8,0,0,0,0,0,0,0,0,3,35.2,0.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,9.0,0.0,0.0
294,QB,Tom Brady (15458942),Tom Brady,15458942,QB,6100,TB@DEN 09/27/2020 04:25PM ET,15260886,16.57,Tom BradyQB15260886,3,Tom Brady,25,38,65.8,297,3,0,2,-12,7.8,12,115.8,0,0,0,0,0,0,5,0,0,0,0,-12,0,0,0,23.880000000000003,0.0,0.0,1.0,10.5,1.5,2.0,0.0,79.35,6.4,64.8,1.5,0.0,1.5,23.0,1.5,-7.5,4.5,228.0,0.5,0.0,-7.5,0.0,0.0,35.5
295,WR,Emmanuel Sanders (15459362),Emmanuel Sanders,15459362,WR/FLEX,6000,GB@NO 09/27/2020 08:20PM ET,15260880,6.65,Emmanuel SandersWR15260880,3,Emmanuel Sanders,0,0,0,0,0,0,0,0,0,0,0,5,4,0.8,56,1,4,0,0,0,0,0,0,0,0,0,15.6,0.4665,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0
296,WR,A.J. Green (15459360),A.J. Green,15459360,WR/FLEX,6000,CIN@PHI 09/27/2020 01:00PM ET,15260869,8,A.J. GreenWR15260869,3,A.J. Green,0,0,0,0,0,0,0,0,0,0,0,6,5,0.833,36,0,2,0,0,0,0,0,0,0,0,0,8.6,0.3935,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0
297,WR,Will Fuller V (15459358),Will Fuller V,15459358,WR/FLEX,6000,HOU@PIT 09/27/2020 01:00PM ET,15260889,11.1,Will Fuller VWR15260889,3,Will Fuller,0,0,0,0,0,0,0,0,0,0,0,5,4,0.8,54,1,4,0,0,0,0,0,0,0,0,0,15.4,0.4,2.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,1.5,0.0
298,QB,Philip Rivers (15458943),Philip Rivers,15458943,QB,6000,NYJ@IND 09/27/2020 04:05PM ET,15260867,15.84,Philip RiversQB15260867,3,Philip Rivers,17,21,81,217,1,0,0,0,10.3,13,125.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68,0.0,0.0,0.0,13.5,1.0,2.5,0.0,93.25,8.25,77.15,1.5,0.0,1.0,27.5,1.875,-5.5,3.0,288.5,0.0,0.0,-5.5,0.0,0.0,35.5
299,RB,Kenyan Drake (15459046),Kenyan Drake,15459046,RB/FLEX,6000,DET@ARI 09/27/2020 04:25PM ET,15260888,13,Kenyan DrakeRB15260888,3,Kenyan Drake,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,0,18,73,4.06,0,7,0,0,0,0,8.9,1.0,0.0,4.5,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.025,0.0,73.0,0.0,0.5,2.0,0.0,2.0,0.0,0.0
300,WR,Marquise Brown (15459364),Marquise Brown,15459364,WR/FLEX,6000,KC@BAL 09/28/2020 08:15PM ET,15260866,13.65,Marquise BrownWR15260866,3,Marquise Brown,0,0,0,0,0,0,0,0,0,0,0,6,2,0.333,13,0,2,0,0,0,0,0,0,0,0,0,3.3,0.833,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,1.5,0.0
301,TE,Mark Andrews (15459748),Mark Andrews,15459748,TE/FLEX,6000,KC@BAL 09/28/2020 08:15PM ET,15260866,13.35,Mark AndrewsTE15260866,3,Mark Andrews,0,0,0,0,0,0,0,0,0,0,0,8,3,0.375,22,0,1,0,0,0,0,0,0,0,0,0,5.2,0.583,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.5,0.0,0.0
302,RB,Joe Mixon (15459048),Joe Mixon,15459048,RB/FLEX,5900,CIN@PHI 09/27/2020 01:00PM ET,15260869,9.85,Joe MixonRB15260869,3,Joe Mixon,0,0,0,0,0,0,0,0,0,0,0,3,2,0.667,16,0,1,17,49,2.88,0,2,0,0,0,0,8.5,0.75,0.5,3.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,3.255,0.0,57.5,0.0,0.0,2.5,0.0,3.0,0.0,0.0
303,WR,Tyler Boyd (15459370),Tyler Boyd,15459370,WR/FLEX,5900,CIN@PHI 09/27/2020 01:00PM ET,15260869,13.75,Tyler BoydWR15260869,3,Tyler Boyd,0,0,0,0,0,0,0,0,0,0,0,13,10,0.769,125,0,8,0,0,0,0,0,0,0,0,3,25.5,0.8375,4.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,6.5,0.0,0.0
304,WR,DeVante Parker (15459366),DeVante Parker,15459366,WR/FLEX,5900,MIA@JAX 09/24/2020 08:20PM ET,15260890,12.5,DeVante ParkerWR15260890,3,DeVante Parker,0,0,0,0,0,0,0,0,0,0,0,5,5,1,69,0,4,0,0,0,0,0,0,0,0,0,11.9,0.8125,3.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,6.0,0.0,0.0
305,QB,Ryan Tannehill (15458945),Ryan Tannehill,15458945,QB,5900,TEN@MIN 09/27/2020 01:00PM ET,15260871,23.06,Ryan TannehillQB15260871,3,Ryan Tannehill,23,37,62.2,321,0,1,1,-11,8.7,13,78.8,1,1,1,0,0,0,4,9,2.25,0,1,-11,3,0,0,15.74,0.0,0.0,1.0,14.5,1.0,3.5,0.0,121.8,7.9,71.2,0.0,0.0,3.0,23.5,3.835,-5.0,13.0,244.0,0.0,0.0,-5.0,0.0,0.0,33.5
306,WR,Terry McLaurin (15459368),Terry McLaurin,15459368,WR/FLEX,5900,WAS@CLE 09/27/2020 01:00PM ET,15260891,19.8,Terry McLaurinWR15260891,3,Terry McLaurin,0,0,0,0,0,0,0,0,0,0,0,8,4,0.5,83,0,4,1,3,3,0,1,0,0,0,0,12.600000000000001,0.707,4.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.5,1.5,0.0
307,TE,Tyler Higbee (15459750),Tyler Higbee,15459750,TE/FLEX,5900,LAR@BUF 09/27/2020 01:00PM ET,15260882,17.7,Tyler HigbeeTE15260882,3,Tyler Higbee,0,0,0,0,0,0,0,0,0,0,0,2,2,1,40,0,1,0,0,0,0,0,0,0,0,0,6.0,0.875,3.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.5,0.0,0.0
308,RB,Todd Gurley II (15459052),Todd Gurley II,15459052,RB/FLEX,5800,CHI@ATL 09/27/2020 01:00PM ET,15260883,9.9,Todd Gurley IIRB15260883,3,Todd Gurley,0,0,0,0,0,0,0,0,0,0,0,2,1,0.5,2,0,0,14,80,5.71,1,4,0,0,0,0,15.2,0.2,0.0,2.5,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.45,0.0,58.5,0.0,0.5,1.0,0.0,2.5,0.0,0.0
