,Unnamed: 0,Unnamed: 1,Week,Year,GID,Name,Pos,Team,h/a,Oppt,DK points,DK salary,Player_x,CmpPass,AttPass,Cmp%Pass,YdsPass1,TDPass,IntPass,SkPass,YdsPass2,Y/APass,1DPass,RateRec,TgtRec,RecRec,Ctch%Rec,YdsRec,TDRec,1DRec,AttRush,YdsRush,Y/ARush,TDRush,1DRush,SkYdsPass,Player_y,CALCAVGPPDOFFCmpPass,CALCAVGPPDOFFAttPass,CALCAVGPPDOFFCmp%Pass,CALCAVGPPDOFFYdsPass1,CALCAVGPPDOFFTDPass,CALCAVGPPDOFFIntPass,CALCAVGPPDOFFSkPass,CALCAVGPPDOFFYdsPass2,CALCAVGPPDOFFY/APass,CALCAVGPPDOFF1DPass,CALCAVGPPDOFFRateRec,CALCAVGPPDOFFTgtRec,CALCAVGPPDOFFRecRec,CALCAVGPPDOFFCtch%Rec,CALCAVGPPDOFFYdsRec,CALCAVGPPDOFFTDRec,CALCAVGPPDOFF1DRec,CALCAVGPPDOFFAttRush,CALCAVGPPDOFFYdsRush,CALCAVGPPDOFFY/ARush,CALCAVGPPDOFFTDRush,CALCAVGPPDOFF1DRush,CALCAVGPPDOFFSkYdsPass,OffenseUID,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,DefenseUID,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst,Position,Player,OurProjection
0,1372,10,8,2020,1301,Matt RyanQB15260883,QB,atl,a,car,18.94,6300,Matt RyanQB15260883,21,30,70.0,281,0,1,2,-11,9.4,14,85.6,0,0,0.0,0,0,0,6,27,4.5,1,2,-11,Matt RyanQB15260883,27.142857142857146,40.857142857142854,66.08571428571429,311.57142857142856,1.7142857142857142,0.42857142857142855,2.142857142857143,-16.0,7.557142857142857,16.142857142857142,98.6,0.0,0.0,0.0,0.0,0.0,0.0,1.8571428571428568,4.428571428571429,1.1428571428571428,0.0,0.2857142857142857,-16.0,10024,ATL,85.0,7.3,4.7142857142857135,0.268,0.009999999999999998,2.8571428571428568,2.2857142857142856,22.714285714285715,0.42857142857142855,0.42857142857142855,2.142857142857143,43.14285714285715,27.285714285714285,2.4285714285714284,3.571428571428572,1.0,78.71428571428571,7.3428571428571425,5.414285714285714,0.2788571428571429,0.013857142857142858,3.571428571428572,1.5714285714285714,22.0,0.7142857142857143,0.42857142857142855,1.4285714285714286,40.714285714285715,23.142857142857146,1.8571428571428568,3.2857142857142856,12.571428571428573,2.8571428571428568,2.4285714285714284,2.0,2.4285714285714284,2.2857142857142856,0.42857142857142855,0.14285714285714285,0.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,26.285714285714285,29.57142857142857,10019,CAR,76.0,7.557142857142857,4.6000000000000005,0.2737142857142857,0.01842857142857143,2.7142857142857144,1.7142857142857142,20.857142857142858,0.5714285714285714,0.8571428571428571,0.8571428571428571,37.714285714285715,25.285714285714285,1.7142857142857142,3.1428571428571432,1.0,73.71428571428571,7.3,4.985714285714286,0.2647142857142857,0.014571428571428572,2.2857142857142856,2.4285714285714284,19.714285714285715,0.7142857142857143,0.42857142857142855,1.8571428571428568,35.285714285714285,25.57142857142857,2.8571428571428568,2.142857142857143,16.714285714285715,2.7142857142857144,2.571428571428572,2.571428571428572,1.7142857142857142,1.7142857142857142,0.14285714285714285,0.0,0.0,16.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.142857142857146,QB,Matt RyanQB15260883,280.510009765625
1,2323,11,13,2020,1378,Cam NewtonQB15260865,QB,nwe,a,lac,23.56,5800,Cam NewtonQB15260865,12,19,63.2,69,1,0,1,-4,3.6,5,87.4,0,0,0.0,0,0,0,14,48,3.43,2,6,-4,Cam NewtonQB15260865,19.5,28.8,67.94,226.5,0.5,0.7,1.7,-10.5,7.5699999999999985,11.3,86.0,0.1,0.1,0.1,1.6,0.0,0.1,8.6,34.7,3.718,0.9,3.7,-10.5,10006,NWE,76.81818181818181,7.6,4.79090909090909,0.2778181818181818,0.019000000000000003,2.090909090909091,1.7272727272727273,21.454545454545453,1.0,0.3636363636363637,1.818181818181818,32.54545454545455,31.72727272727273,1.9090909090909087,2.8181818181818183,1.0,70.0,7.29090909090909,5.163636363636363,0.2730909090909091,0.019454545454545457,2.5454545454545454,1.9090909090909087,19.09090909090909,1.0,0.3636363636363637,1.181818181818182,30.272727272727273,27.181818181818183,2.0,3.0,18.818181818181817,2.272727272727273,2.0,1.818181818181818,1.9090909090909087,1.7272727272727273,0.2727272727272727,0.09090909090909093,0.0,17.90909090909091,0.0,0.0,0.09090909090909093,0.09090909090909093,0.0,0.18181818181818185,20.818181818181817,23.181818181818183,10012,LAC,77.2,7.6,4.44,0.2305,0.0131,3.0,1.9,18.0,0.5,0.5,1.7,36.8,24.8,2.2,4.5,1.0,86.8,7.63,4.64,0.2503,0.0132,2.9,1.6,21.9,0.6,0.5,2.1,40.3,31.6,2.1,4.0,14.0,3.1,2.6,2.2,2.2,1.9,0.5,0.3,0.1,14.4,0.0,0.0,0.0,0.0,0.1,0.1,27.1,26.0,QB,Cam NewtonQB15260865,322.0830383300781
2,1796,16,10,2020,1518,Deshaun WatsonQB15260889,QB,hou,a,cle,14.12,6900,Deshaun WatsonQB15260889,20,30,66.7,163,1,0,2,-10,5.4,7,91.4,0,0,0.0,0,0,0,8,36,4.5,0,4,-10,Deshaun WatsonQB15260889,23.125,33.875,67.97500000000001,297.0,2.125,0.625,3.0,-16.25,8.8125,13.75,108.325,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.625,5.51625,0.125,1.625,-16.25,10031,HOU,73.625,7.399999999999999,5.0125,0.256625,0.014125,2.75,1.75,18.875,0.625,0.375,3.0,37.0,22.375,2.0,3.75,1.0,82.375,7.124999999999999,5.0625,0.28250000000000003,0.008875000000000001,3.625,1.375,23.25,0.25,0.5,2.125,36.75,31.25,2.0,3.375,16.125,2.75,2.5,2.375,2.0,1.75,0.25,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,24.125,30.25,10027,CLE,80.875,7.399999999999999,4.6,0.28850000000000003,0.022125,3.375,1.625,23.625,0.875,0.875,2.5,41.25,26.875,1.75,2.25,1.0,74.375,7.55,4.65,0.261125,0.017124999999999998,3.0,1.25,19.625,0.875,0.375,1.375,30.875,29.625,1.5,3.125,11.75,3.5,3.125,3.0,1.75,1.625,0.375,0.375,0.0,15.625,0.125,0.0,0.125,0.0,0.0,0.25,29.625,25.5,QB,Deshaun WatsonQB15260889,271.7989501953125
3,1539,36,9,2020,1544,Tim BoyleQB15260875,QB,gnb,a,sfo,-0.1,4000,Tim BoyleQB15260875,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,1,-1,-1.0,0,0,0,Tim BoyleQB15260875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,-1.25,-0.75,0.0,0.0,0.0,10016,GNB,77.57142857142857,7.5,5.071428571428571,0.272,0.005571428571428572,3.7142857142857135,1.2857142857142858,21.142857142857142,0.2857142857142857,0.14285714285714285,1.2857142857142858,36.857142857142854,27.285714285714285,1.2857142857142858,2.8571428571428568,1.0,72.85714285714286,7.0,4.814285714285714,0.273,0.007857142857142856,3.1428571428571432,1.1428571428571428,19.714285714285715,0.2857142857142857,0.2857142857142857,2.2857142857142856,32.857142857142854,25.57142857142857,1.4285714285714286,3.571428571428572,8.714285714285714,3.8571428571428568,3.571428571428572,3.4285714285714284,1.2857142857142858,1.2857142857142858,0.2857142857142857,0.2857142857142857,0.14285714285714285,12.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,31.0,26.714285714285715,10004,SFO,74.25,7.649999999999999,4.2125,0.232625,0.019375,2.125,2.0,17.5,1.0,0.25,1.75,34.25,26.125,2.25,3.875,1.0,78.0,7.725000000000001,4.85,0.269875,0.018000000000000002,3.25,1.25,21.125,1.0,0.375,2.75,37.125,28.0,1.375,3.25,18.875,2.25,2.125,1.875,2.25,2.0,0.125,0.125,0.0,18.875,0.0,0.0,0.125,0.0,0.0,0.125,21.625,26.0,QB,Tim BoyleQB15260875,0.02335149049758911
4,464,30,3,2020,1540,Gardner Minshew IIQB15260884,QB,jac,h,mia,11.2,6400,Gardner Minshew IIQB15260884,30,42,71.4,275,0,1,4,-29,6.5,14,79.0,0,0,0.0,0,0,0,3,22,7.33,0,1,-29,Gardner Minshew IIQB15260884,24.5,32.5,80.85,256.0,3.0,1.0,3.0,-23.5,8.1,15.5,117.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,19.0,4.275,0.0,1.0,-23.5,10025,JAX,73.5,7.85,4.75,0.2915,0.0115,3.5,1.5,22.0,1.0,0.0,3.0,35.5,25.0,1.5,2.5,1.0,77.0,7.35,5.199999999999998,0.266,0.0125,3.0,2.0,20.5,1.0,0.0,1.0,36.0,28.0,2.5,1.5,11.0,3.5,3.5,3.0,1.5,1.5,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,26.5,10030,MIA,74.0,7.300000000000002,5.949999999999998,0.32399999999999995,0.013999999999999999,3.5,0.5,24.0,0.0,1.0,1.5,28.5,32.5,1.0,4.0,1.0,77.5,7.15,4.35,0.2745,0.0225,2.0,1.5,21.5,1.5,0.0,2.0,40.5,24.5,1.5,4.0,11.0,3.5,3.5,3.5,1.0,0.5,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.5,QB,Gardner Minshew IIQB15260884,266.98858642578125
5,77,9,2,2020,1242,Ryan FitzpatrickQB15260890,QB,mia,h,buf,27.32,5200,Ryan FitzpatrickQB15260890,31,47,66.0,328,2,0,3,-17,7.0,20,100.3,0,0,0.0,0,0,0,3,12,4.0,0,0,-17,Ryan FitzpatrickQB15260890,20.0,30.0,66.7,191.0,0.0,3.0,1.0,-9.0,6.4,11.0,44.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,3.6,0.0,2.0,-9.0,10030,MIA,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,1.0,74.0,7.4,4.8,0.35100000000000003,0.013999999999999999,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,31.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,10002,BUF,68.0,7.1,3.7,0.17600000000000002,0.028999999999999998,2.0,1.0,12.0,1.0,1.0,3.0,38.0,15.0,1.0,6.0,1.0,92.0,7.6,4.4,0.28300000000000003,0.022000000000000002,3.0,2.0,26.0,0.0,2.0,3.0,49.0,32.0,4.0,1.0,24.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,QB,Ryan FitzpatrickQB15260890,195.30093383789062
6,930,1,6,2020,1301,Matt RyanQB15260883,QB,atl,a,min,34.64,6600,Matt RyanQB15260883,30,40,75.0,371,4,0,2,-8,9.3,17,136.6,0,0,0.0,0,0,0,4,8,2.0,0,0,-8,Matt RyanQB15260883,25.8,40.8,62.76000000000001,294.4,1.4,0.6,2.2,-17.6,7.12,15.4,89.7,0.0,0.0,0.0,0.0,0.0,0.0,1.8,4.6,1.2,0.0,0.4,-17.6,10024,ATL,84.2,7.4,4.639999999999999,0.2666,0.0094,2.6,2.4,22.4,0.6,0.2,2.2,43.2,25.6,2.6,3.8,1.0,82.6,7.26,5.4,0.2888,0.0104,4.0,1.6,23.8,0.4,0.6,1.4,42.0,25.6,1.8,3.2,14.2,2.6,2.2,1.6,2.6,2.4,0.4,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,24.4,32.2,10018,MIN,80.6,7.6400000000000015,4.98,0.2646,0.0078,3.0,3.0,21.4,0.6,0.0,2.2,36.4,29.6,3.0,3.0,1.0,76.0,7.58,4.9,0.2712,0.0274,3.2,1.2,21.0,1.4,0.6,2.6,30.4,30.8,1.6,3.0,15.8,3.0,2.6,2.6,3.0,3.0,0.4,0.0,0.4,16.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,26.4,QB,Matt RyanQB15260883,260.5041809082031
7,1193,12,7,2020,1340,Matthew StaffordQB15260874,QB,det,a,atl,21.4,6500,Matthew StaffordQB15260874,25,36,69.4,340,1,0,2,-18,9.4,15,108.6,0,0,0.0,0,0,0,1,8,8.0,0,0,-18,Matthew StaffordQB15260874,20.4,33.6,60.96,248.0,1.8,0.8,2.4,-17.6,7.4,12.2,92.38,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.8,3.08,0.0,1.0,-17.6,10015,DET,78.6,7.7799999999999985,4.4,0.2386,0.01,3.0,1.8,18.8,0.8,0.0,2.4,36.0,27.6,2.4,3.8,1.0,78.2,7.5,4.8199999999999985,0.2936,0.0158,3.4,1.2,23.0,1.0,0.2,1.2,35.2,29.6,1.4,2.8,15.2,3.0,2.8,2.8,2.4,1.8,0.2,0.2,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,26.6,28.6,10024,ATL,79.83333333333333,7.199999999999998,5.416666666666668,0.2836666666666667,0.016166666666666666,3.8333333333333335,1.3333333333333333,22.66666666666667,0.8333333333333334,0.5,1.3333333333333333,41.16666666666666,23.5,1.5,3.333333333333333,1.0,85.66666666666667,7.316666666666666,4.699999999999998,0.26333333333333336,0.009666666666666664,2.833333333333333,2.6666666666666665,22.5,0.5,0.3333333333333333,2.1666666666666665,43.0,27.5,2.833333333333333,3.5,8.333333333333334,3.8333333333333335,3.1666666666666665,3.0,1.5,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,12.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,30.66666666666667,27.0,QB,Matthew StaffordQB15260874,254.05477905273438
8,1272,23,7,2020,1452,Jimmy GaroppoloQB15260863,QB,sfo,a,nwe,9.48,5300,Jimmy GaroppoloQB15260863,20,25,80.0,277,0,2,1,-7,11.1,13,79.5,0,0,0.0,0,0,0,1,4,4.0,0,1,-7,Jimmy GaroppoloQB15260863,15.75,24.75,64.0,183.75,1.75,0.5,1.75,-11.75,7.15,9.5,95.85,0.0,0.0,0.0,0.0,0.0,0.0,1.25,4.25,2.75,0.0,0.25,-11.75,10004,SFO,78.33333333333333,7.866666666666667,4.683333333333334,0.2531666666666667,0.01533333333333333,3.0,1.3333333333333333,20.0,0.8333333333333334,0.3333333333333333,3.0,37.833333333333336,27.5,1.5,3.5,1.0,75.33333333333333,7.7333333333333325,4.233333333333333,0.21966666666666668,0.014666666666666666,2.0,2.1666666666666665,16.833333333333332,0.6666666666666666,0.3333333333333333,1.6666666666666667,34.666666666666664,26.5,2.5,4.166666666666667,18.166666666666668,3.0,2.6666666666666665,2.6666666666666665,1.5,1.3333333333333333,0.3333333333333333,0.0,0.0,28.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,24.66666666666667,21.66666666666667,10006,NWE,71.2,7.44,4.74,0.2536,0.0284,2.0,2.2,18.0,1.2,0.8,1.6,30.4,28.0,2.4,3.2,1.0,78.8,7.32,4.74,0.278,0.0256,2.2,1.4,22.0,1.4,0.6,2.2,33.2,33.0,1.8,2.8,21.0,2.2,2.0,1.8,2.4,2.2,0.2,0.2,0.0,19.2,0.0,0.0,0.2,0.0,0.0,0.2,22.0,21.8,QB,Jimmy GaroppoloQB15260863,168.26800537109375
9,264,0,3,2020,1523,Patrick MahomesQB15260868,QB,kan,a,bal,43.0,7400,Patrick MahomesQB15260868,31,42,73.8,385,4,0,0,0,9.2,22,133.5,0,0,0.0,0,0,0,4,26,6.5,1,2,0,Patrick MahomesQB15260868,25.5,39.5,66.2,256.5,2.5,0.0,1.0,-10.5,6.5,15.5,107.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,4.5,0.0,2.0,-10.5,10008,KAN,82.5,7.5,4.75,0.29200000000000004,0.0,3.0,2.5,24.0,0.0,0.0,1.0,40.5,28.0,2.5,4.0,1.0,81.0,6.9,5.199999999999998,0.2965,0.0125,2.5,1.0,24.0,1.0,0.0,3.0,35.5,33.0,1.5,3.0,14.5,3.0,2.5,2.0,2.5,2.5,0.5,0.5,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,20.0,10007,BAL,76.0,8.2,4.05,0.2245,0.033,1.0,1.5,17.0,1.0,1.5,3.0,40.5,21.5,2.0,3.5,1.0,73.5,7.9,5.35,0.314,0.006999999999999999,3.5,2.5,23.0,0.0,0.5,3.0,28.0,33.5,2.5,2.5,29.5,1.0,1.0,0.5,2.0,1.5,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,11.0,35.5,QB,Patrick MahomesQB15260868,215.85145568847656
